location_id,is_location_exact,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,Rank
37631417,f,"Amsterdam, NH, Netherlands",De Wallen,Centrum-West,,Amsterdam,NH,1012 BZ,NULL,NULL,NL,Netherlands,52.37277,4.89795,5
34336022,t,"Berlin, Berlin, Germany",Falkenberg,"Malchow, Wartenberg und Falkenberg",Lichtenberg,Berlin,Berlin,13057,NULL,NULL,DE,Germany,52.57829,13.56128,1
20711836,t,"Berlin, Berlin, Germany",Falkenberg,"Malchow, Wartenberg und Falkenberg",Lichtenberg,Berlin,Berlin,13057,NULL,NULL,DE,Germany,52.57322,13.55891,2
13465012,t,"Berlin, Berlin, Germany",Falkenberg,"Malchow, Wartenberg und Falkenberg",Lichtenberg,Berlin,Berlin,13057,NULL,NULL,DE,Germany,52.57778,13.5596,3
38144389,t,"Berlin, Berlin, Germany",Falkenhagener Feld,Falkenhagener Feld,Spandau,Berlin,Berlin,13589,NULL,NULL,DE,Germany,52.56018,13.15647,1
37218744,t,"Berlin, Berlin, Germany",Falkenhagener Feld,Falkenhagener Feld,Spandau,Berlin,Berlin,13583,NULL,NULL,DE,Germany,52.54055,13.18074,2
36996985,f,"Berlin, Berlin, Germany",Falkenhagener Feld,Falkenhagener Feld,Spandau,Berlin,Berlin,13589,NULL,NULL,DE,Germany,52.55241,13.16598,3
36930773,t,"Berlin, Berlin, Germany",Falkenhagener Feld,Falkenhagener Feld,Spandau,Berlin,Berlin,13589,NULL,NULL,DE,Germany,52.55227,13.16743,4
34595902,t,"Berlin, Berlin, Germany",Falkenhagener Feld,Falkenhagener Feld,Spandau,Berlin,Berlin,13589,NULL,NULL,DE,Germany,52.54637,13.15046,5
38253010,t,"Berlin, Berlin, Germany",Fennpfuhl,Fennpfuhl,Lichtenberg,Berlin,Berlin,10367,NULL,NULL,DE,Germany,52.53165,13.47995,1
37974861,t,"Berlin, Berlin, Germany",Fennpfuhl,Fennpfuhl,Lichtenberg,Berlin,Berlin,10367,NULL,NULL,DE,Germany,52.52594,13.48008,2
37829946,t,"Berlin, Berlin, Germany",Fennpfuhl,Fennpfuhl,Lichtenberg,Berlin,Berlin,10367,NULL,NULL,DE,Germany,52.53062,13.47825,3
37559709,t,"Berlin, Berlin, Germany",Fennpfuhl,Fennpfuhl,Lichtenberg,Berlin,Berlin,10369,NULL,NULL,DE,Germany,52.52533,13.47027,4
37352766,t,"Berlin, Berlin, Germany",Fennpfuhl,Fennpfuhl,Lichtenberg,Berlin,Berlin,10369,NULL,NULL,DE,Germany,52.52434,13.46449,5
38092878,t,"Berlin, Berlin, Germany",FranzÃ¶sisch Buchholz,Buchholz,Pankow,Berlin,Berlin,13127,NULL,NULL,DE,Germany,52.61209,13.42854,1
34596605,f,"Berlin, Berlin, Germany",FranzÃ¶sisch Buchholz,Buchholz,Pankow,Berlin,Berlin,13127,NULL,NULL,DE,Germany,52.61052,13.43951,2
31082613,t,"Berlin, Berlin, Germany",FranzÃ¶sisch Buchholz,Buchholz,Pankow,Berlin,Berlin,13127,NULL,NULL,DE,Germany,52.60542,13.42204,3
30457599,t,"Berlin, Berlin, Germany",FranzÃ¶sisch Buchholz,Buchholz,Pankow,Berlin,Berlin,13127,NULL,NULL,DE,Germany,52.60547,13.42175,4
28758037,f,"Berlin, Germany",FranzÃ¶sisch Buchholz,Buchholz,Pankow,Berlin,,13127,NULL,NULL,DE,Germany,52.5982,13.43464,5
38535377,t,"Amsterdam, Noord-Holland, Netherlands",Frederik Hendrikbuurt,Westerpark,,Amsterdam,Noord-Holland,1052 KX,NULL,NULL,NL,Netherlands,52.37579,4.87341,1
38479737,t,"Amsterdam, Noord-Holland, Netherlands",Frederik Hendrikbuurt,Westerpark,,Amsterdam,Noord-Holland,1052 EM,NULL,NULL,NL,Netherlands,52.37806,4.87484,2
38455787,t,"Amsterdam, Noord-Holland, Netherlands",Frederik Hendrikbuurt,Westerpark,,Amsterdam,Noord-Holland,1052 LM,NULL,NULL,NL,Netherlands,52.37463,4.87361,3
38424114,f,"Amsterdam, NH, Netherlands",Frederik Hendrikbuurt,Westerpark,,Amsterdam,NH,1052ST,NULL,NULL,NL,Netherlands,52.37291,4.86932,4
38421464,t,"Amsterdam, Noord-Holland, Netherlands",Frederik Hendrikbuurt,Westerpark,,Amsterdam,Noord-Holland,1052 JS,NULL,NULL,NL,Netherlands,52.37613,4.87623,5
38719036,f,"Berlin, Berlin, Germany",Friedenau,Friedenau,Tempelhof - SchÃ¶neberg,Berlin,Berlin,12161,NULL,NULL,DE,Germany,52.47047,13.32894,1
38381864,t,"Berlin, Berlin, Germany",Friedenau,Friedenau,Tempelhof - SchÃ¶neberg,Berlin,Berlin,12161,NULL,NULL,DE,Germany,52.46614,13.32696,2
38170390,t,"Berlin, Berlin, Germany",Friedenau,Friedenau,Tempelhof - SchÃ¶neberg,Berlin,Berlin,12159,NULL,NULL,DE,Germany,52.47162,13.33354,3
38148150,t,"Berlin, Berlin, Germany",Friedenau,Friedenau,Tempelhof - SchÃ¶neberg,Berlin,Berlin,12159,NULL,NULL,DE,Germany,52.47032,13.33463,4
38145894,t,"Berlin, Berlin, Germany",Friedenau,Friedenau,Tempelhof - SchÃ¶neberg,Berlin,Berlin,12159,NULL,NULL,DE,Germany,52.47,13.33388,5
38616732,f,"Berlin, Germany",Friedrichsfelde,Friedrichsfelde Nord,Lichtenberg,Berlin,,10315,NULL,NULL,DE,Germany,52.50926,13.52095,1
38379151,t,"Berlin, Berlin, Germany",Friedrichsfelde,Friedrichsfelde Nord,Lichtenberg,Berlin,Berlin,10315,NULL,NULL,DE,Germany,52.51039,13.5134,2
37833090,t,"Berlin, Berlin, Germany",Friedrichsfelde,Friedrichsfelde Nord,Lichtenberg,Berlin,Berlin,10319,NULL,NULL,DE,Germany,52.50271,13.52242,3
37485068,t,"Berlin, Berlin, Germany",Friedrichsfelde,Neu Lichtenberg,Lichtenberg,Berlin,Berlin,10315,NULL,NULL,DE,Germany,52.50191,13.50004,4
37447297,f,"Berlin, Berlin, Germany",Friedrichsfelde,Neu Lichtenberg,Lichtenberg,Berlin,Berlin,,NULL,NULL,DE,Germany,52.50918,13.51333,5
36220479,f,"Berlin, Berlin, Germany",Friedrichshagen,Friedrichshagen,Treptow - KÃ¶penick,Berlin,Berlin,12587,NULL,NULL,DE,Germany,52.46116,13.64017,1
35159493,t,"Berlin, Berlin, Germany",Friedrichshagen,Friedrichshagen,Treptow - KÃ¶penick,Berlin,Berlin,12587,NULL,NULL,DE,Germany,52.45325,13.6294,2
33906265,t,"Berlin, Berlin, Germany",Friedrichshagen,Friedrichshagen,Treptow - KÃ¶penick,Berlin,Berlin,12587,NULL,NULL,DE,Germany,52.45405,13.62932,3
32856806,t,"Berlin, Berlin, Germany",Friedrichshagen,Friedrichshagen,Treptow - KÃ¶penick,Berlin,Berlin,12587,NULL,NULL,DE,Germany,52.44597,13.61437,4
25955068,t,"Berlin, Berlin, Germany",Friedrichshagen,Friedrichshagen,Treptow - KÃ¶penick,Berlin,Berlin,12587,NULL,NULL,DE,Germany,52.45052,13.62434,5
38729217,t,"Berlin, Berlin, Germany",Friedrichshain,Frankfurter Allee SÃ¼d FK,Friedrichshain-Kreuzberg,Berlin,Berlin,10245,NULL,NULL,DE,Germany,52.506,13.46474,1
38728496,f,"Berlin, Berlin, Germany",Friedrichshain,Prenzlauer Berg Ost,Pankow,Berlin,Berlin,10247,NULL,NULL,DE,Germany,52.52015,13.46541,2
38727580,t,"Berlin, Berlin, Germany",Friedrichshain,Frankfurter Allee SÃ¼d FK,Friedrichshain-Kreuzberg,Berlin,Berlin,10247,NULL,NULL,DE,Germany,52.51502,13.45881,3
38726086,t,"Berlin, Berlin, Germany",Friedrichshain,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,Berlin,Berlin,10247,NULL,NULL,DE,Germany,52.51604,13.45998,4
38715420,f,"Berlin, Berlin, Germany",Friedrichshain,Frankfurter Allee Nord,Friedrichshain-Kreuzberg,Berlin,Berlin,10247,NULL,NULL,DE,Germany,52.51673,13.46784,5
37695252,t,"Berlin, Berlin, Germany",Frohnau,Nord 1,Reinickendorf,Berlin,Berlin,13465,NULL,NULL,DE,Germany,52.65663,13.2983,1
30495280,t,"Berlin, Berlin, Germany",Frohnau,Nord 1,Reinickendorf,Berlin,Berlin,13465,NULL,NULL,DE,Germany,52.63967,13.29589,2
26024313,t,"Berlin, Berlin, Germany",Frohnau,Nord 1,Reinickendorf,Berlin,Berlin,13465,NULL,NULL,DE,Germany,52.64141,13.29422,3
23786884,t,"Berlin, Berlin, Germany",Frohnau,Nord 1,Reinickendorf,Berlin,Berlin,13465,NULL,NULL,DE,Germany,52.63189,13.26508,4
21222071,t,"Berlin, Berlin, Germany",Frohnau,Nord 1,Reinickendorf,Berlin,Berlin,13465,NULL,NULL,DE,Germany,52.63487,13.27824,5
16939260,t,"Berlin, Berlin, Germany",Gatow,Gatow / Kladow,Spandau,Berlin,Berlin,14089,NULL,NULL,DE,Germany,52.4922,13.18143,1
38343050,t,"Berlin, Berlin, Germany",GrÃ¼nau,GrÃ¼nau,Treptow - KÃ¶penick,Berlin,Berlin,12527,NULL,NULL,DE,Germany,52.42406,13.57447,1
38343048,t,"Berlin, Berlin, Germany",GrÃ¼nau,GrÃ¼nau,Treptow - KÃ¶penick,Berlin,Berlin,12527,NULL,NULL,DE,Germany,52.42584,13.57388,2
38343024,t,"Berlin, Berlin, Germany",GrÃ¼nau,GrÃ¼nau,Treptow - KÃ¶penick,Berlin,Berlin,12527,NULL,NULL,DE,Germany,52.4257,13.57453,3
36748398,t,"Berlin, Berlin, Germany",GrÃ¼nau,GrÃ¼nau,Treptow - KÃ¶penick,Berlin,Berlin,12527,NULL,NULL,DE,Germany,52.42601,13.57369,4
22195977,t,"Berlin, Berlin, Germany",GrÃ¼nau,GrÃ¼nau,Treptow - KÃ¶penick,Berlin,Berlin,12527,NULL,NULL,DE,Germany,52.42684,13.56868,5
38599068,t,"Amsterdam, Noord-Holland, Netherlands",Grachtengordel,Centrum-Oost,,Amsterdam,Noord-Holland,1017 RN,NULL,NULL,NL,Netherlands,52.36191,4.88957,1
38598343,t,"Amsterdam, Noord-Holland, Netherlands",Grachtengordel,Centrum-Oost,,Amsterdam,Noord-Holland,1017 JZ,NULL,NULL,NL,Netherlands,52.36307,4.88665,2
38597848,t,"Amsterdam, Noord-Holland, Netherlands",Grachtengordel,Centrum-West,,Amsterdam,Noord-Holland,1015 AG,NULL,NULL,NL,Netherlands,52.37606,4.88895,3
38511913,f,"Amsterdam, Noord-Holland, Netherlands",Grachtengordel,Centrum-Oost,,Amsterdam,Noord-Holland,1017 TL,NULL,NULL,NL,Netherlands,52.36096,4.88742,4
38486645,t,"Amsterdam, Noord-Holland, Netherlands",Grachtengordel,Centrum-Oost,,Amsterdam,Noord-Holland,1017 DA,NULL,NULL,NL,Netherlands,52.36527,4.89993,5
37877124,t,"Berlin, Berlin, Germany",Gropiusstadt,Gropiusstadt,NeukÃ¶lln,Berlin,Berlin,12351,NULL,NULL,DE,Germany,52.43313,13.45464,1
35021446,f,"Berlin, Berlin, Germany",Gropiusstadt,Gropiusstadt,NeukÃ¶lln,Berlin,Berlin,12351,NULL,NULL,DE,Germany,52.43156,13.45323,2
32436996,t,"Berlin, Berlin, Germany",Gropiusstadt,Gropiusstadt,NeukÃ¶lln,Berlin,Berlin,12353,NULL,NULL,DE,Germany,52.42377,13.4832,3
29678082,t,"Berlin, Berlin, Germany",Gropiusstadt,Gropiusstadt,NeukÃ¶lln,Berlin,Berlin,12353,NULL,NULL,DE,Germany,52.42871,13.46029,4
28453507,t,"Berlin, Berlin, Germany",Gropiusstadt,Gropiusstadt,NeukÃ¶lln,Berlin,Berlin,12353,NULL,NULL,DE,Germany,52.42265,13.47738,5
38170374,t,"Berlin, Berlin, Germany",Grunewald,Forst Grunewald,Charlottenburg-Wilm.,Berlin,Berlin,14055,NULL,NULL,DE,Germany,52.50189,13.20964,1
37107829,f,"Berlin, Berlin, Germany",Grunewald,Grunewald,Charlottenburg-Wilm.,Berlin,Berlin,14193,NULL,NULL,DE,Germany,52.49193,13.27311,2
36929617,t,"Berlin, Berlin, Germany",Grunewald,Halensee,Charlottenburg-Wilm.,Berlin,Berlin,10711,NULL,NULL,DE,Germany,52.49751,13.28424,3
36617647,f,"Berlin, Berlin, Germany",Grunewald,Grunewald,Charlottenburg-Wilm.,Berlin,Berlin,14193,NULL,NULL,DE,Germany,52.48782,13.28635,4
35082218,t,"Berlin, Berlin, Germany",Grunewald,Halensee,Charlottenburg-Wilm.,Berlin,Berlin,10711,NULL,NULL,DE,Germany,52.49707,13.28699,5
38835952,t,"Bordeaux, Nouvelle-Aquitaine, France",HÃ´tel de Ville - Quinconces,Centre ville (Bordeaux),Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.84654,-0.58095,1
38830100,t,"Bordeaux, Nouvelle-Aquitaine, France",HÃ´tel de Ville - Quinconces,Centre ville (Bordeaux),Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.84107,-0.57902,2
38822063,t,"Bordeaux, Nouvelle-Aquitaine, France",HÃ´tel de Ville - Quinconces,Chartrons - Grand Parc - Jardin Public,Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.84632,-0.57911,3
38726503,f,"Bordeaux, France",HÃ´tel de Ville - Quinconces,Centre ville (Bordeaux),Bordeaux,Bordeaux,,33000,NULL,NULL,FR,France,44.84061,-0.57375,4
38712460,f,"Bordeaux, Nouvelle-Aquitaine, France",HÃ´tel de Ville - Quinconces,Centre ville (Bordeaux),Bordeaux,Bordeaux,Nouvelle-Aquitaine,33000,NULL,NULL,FR,France,44.84575,-0.57547,5
38720233,t,"Berlin, Berlin, Germany",Hakenfelde,Hakenfelde,Spandau,Berlin,Berlin,13587,NULL,NULL,DE,Germany,52.56359,13.20849,1
38516976,t,"Berlin, Berlin, Germany",Hakenfelde,Hakenfelde,Spandau,Berlin,Berlin,13587,NULL,NULL,DE,Germany,52.56114,13.2228,2
37846100,t,"Berlin, Berlin, Germany",Hakenfelde,Hakenfelde,Spandau,Berlin,Berlin,13589,NULL,NULL,DE,Germany,52.56424,13.18199,3
35556273,t,"Berlin, Berlin, Germany",Hakenfelde,Spandau Mitte,Spandau,Berlin,Berlin,13587,NULL,NULL,DE,Germany,52.55296,13.2142,4
35537043,f,"Berlin, Berlin, Germany",Hakenfelde,Spandau Mitte,Spandau,Berlin,Berlin,13585,NULL,NULL,DE,Germany,52.54615,13.21687,5
38538067,t,"Berlin, Berlin, Germany",Halensee,Halensee,Charlottenburg-Wilm.,Berlin,Berlin,10711,NULL,NULL,DE,Germany,52.49832,13.28977,1
38261295,t,"Berlin, Berlin, Germany",Halensee,Halensee,Charlottenburg-Wilm.,Berlin,Berlin,10711,NULL,NULL,DE,Germany,52.50035,13.29029,2
37652331,t,"Berlin, Berlin, Germany",Halensee,Halensee,Charlottenburg-Wilm.,Berlin,Berlin,10709,NULL,NULL,DE,Germany,52.4979,13.299,3
37172543,f,"Berlin, Berlin, Germany",Halensee,Halensee,Charlottenburg-Wilm.,Berlin,Berlin,10711,NULL,NULL,DE,Germany,52.49584,13.29521,4
37171754,f,"Berlin, Berlin, Germany",Halensee,Halensee,Charlottenburg-Wilm.,Berlin,Berlin,10711,NULL,NULL,DE,Germany,52.49576,13.29525,5
38608300,t,"Berlin, Berlin, Germany",Hansaviertel,Moabit Ost,Mitte,Berlin,Berlin,10555,NULL,NULL,DE,Germany,52.51986,13.34241,1
38515921,t,"Berlin, Berlin, Germany",Hansaviertel,Moabit Ost,Mitte,Berlin,Berlin,10555,NULL,NULL,DE,Germany,52.51565,13.33493,2
37964713,t,"Berlin, Berlin, Germany",Hansaviertel,Moabit Ost,Mitte,Berlin,Berlin,10555,NULL,NULL,DE,Germany,52.51693,13.33597,3
36638902,t,"Berlin, Berlin, Germany",Hansaviertel,Moabit Ost,Mitte,Berlin,Berlin,10557,NULL,NULL,DE,Germany,52.51597,13.33967,4
36057589,t,"Berlin, Berlin, Germany",Hansaviertel,Moabit Ost,Mitte,Berlin,Berlin,10555,NULL,NULL,DE,Germany,52.52044,13.34159,5
38418920,t,"Berlin, Berlin, Germany",Haselhorst,Haselhorst,Spandau,Berlin,Berlin,13599,NULL,NULL,DE,Germany,52.54531,13.23776,1
34365674,f,"Berlin, Berlin, Germany",Haselhorst,Haselhorst,Spandau,Berlin,Berlin,13599,NULL,NULL,DE,Germany,52.55613,13.2228,2
28949497,f,"Berlin, Berlin, Germany",Haselhorst,Haselhorst,Spandau,Berlin,Berlin,13599,NULL,NULL,DE,Germany,52.55415,13.22675,3
20839690,t,"Berlin, Berlin, Germany",Haselhorst,Haselhorst,Spandau,Berlin,Berlin,13599,NULL,NULL,DE,Germany,52.54119,13.23583,4
10941394,f,"Berlin, Berlin, Germany",Haselhorst,Haselhorst,Spandau,Berlin,Berlin,13599,NULL,NULL,DE,Germany,52.55641,13.22258,5
38723910,f,"Berlin, Berlin, Germany",Heiligensee,West 2,Reinickendorf,Berlin,Berlin,13503,NULL,NULL,DE,Germany,52.60105,13.2469,1
38238850,f,"Berlin, Berlin, Germany",Heiligensee,West 2,Reinickendorf,Berlin,Berlin,13503,NULL,NULL,DE,Germany,52.61358,13.24567,2
37454876,t,"Berlin, Berlin, Germany",Heiligensee,West 2,Reinickendorf,Berlin,Berlin,13503,NULL,NULL,DE,Germany,52.62178,13.24039,3
35815187,t,"Berlin, Berlin, Germany",Heiligensee,West 2,Reinickendorf,Berlin,Berlin,13503,NULL,NULL,DE,Germany,52.61979,13.23865,4
34550155,f,"Berlin, Berlin, Germany",Heiligensee,West 2,Reinickendorf,Berlin,Berlin,13503,NULL,NULL,DE,Germany,52.6173,13.23763,5
36668439,t,"Berlin, Berlin, Germany",Heinersdorf,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13089,NULL,NULL,DE,Germany,52.57085,13.43616,1
32610651,t,"Berlin, Berlin, Germany",Heinersdorf,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13089,NULL,NULL,DE,Germany,52.56884,13.43656,2
30863127,f,"Berlin, Weissensee, Germany",Heinersdorf,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Weissensee,13089,NULL,NULL,DE,Germany,52.57487,13.43766,3
25673434,f,"Berlin, Berlin, Germany",Heinersdorf,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13089,NULL,NULL,DE,Germany,52.57389,13.45685,4
25615705,t,"Berlin, Berlin, Germany",Heinersdorf,Blankenburg/Heinersdorf/MÃ¤rchenland,Pankow,Berlin,Berlin,13089,NULL,NULL,DE,Germany,52.57047,13.43654,5
38615164,t,"Berlin, Berlin, Germany",Hellersdorf,Hellersdorf-Nord,Marzahn - Hellersdorf,Berlin,Berlin,12629,NULL,NULL,DE,Germany,52.54604,13.59105,1
32972361,t,"Berlin, Berlin, Germany",Hellersdorf,Hellersdorf-Nord,Marzahn - Hellersdorf,Berlin,Berlin,12629,NULL,NULL,DE,Germany,52.53757,13.58739,2
30009985,t,"Berlin, Berlin, Germany",Hellersdorf,Hellersdorf-Nord,Marzahn - Hellersdorf,Berlin,Berlin,12627,NULL,NULL,DE,Germany,52.53894,13.60374,3
27349126,t,"Berlin, Berlin, Germany",Hellersdorf,Hellersdorf-SÃ¼d,Marzahn - Hellersdorf,Berlin,Berlin,12619,NULL,NULL,DE,Germany,52.52453,13.58454,4
26313251,t,"Berlin, Berlin, Germany",Hellersdorf,Hellersdorf-SÃ¼d,Marzahn - Hellersdorf,Berlin,Berlin,12619,NULL,NULL,DE,Germany,52.51978,13.58573,5
37957216,t,"Berlin, Berlin, Germany",Hermsdorf,Nord 1,Reinickendorf,Berlin,Berlin,13467,NULL,NULL,DE,Germany,52.61996,13.29673,1
37867001,t,"Berlin, Berlin, Germany",Hermsdorf,Nord 1,Reinickendorf,Berlin,Berlin,13467,NULL,NULL,DE,Germany,52.6237,13.32733,2
37205682,t,"Berlin, Berlin, Germany",Hermsdorf,Nord 1,Reinickendorf,Berlin,Berlin,13467,NULL,NULL,DE,Germany,52.60375,13.28899,3
37139216,t,"Berlin, Berlin, Germany",Hermsdorf,Nord 1,Reinickendorf,Berlin,Berlin,13467,NULL,NULL,DE,Germany,52.62062,13.30842,4
36302634,f,"Berlin, Germany",Hermsdorf,Nord 1,Reinickendorf,Berlin,,13467,NULL,NULL,DE,Germany,52.62305,13.29263,5
38505803,t,"Amsterdam, Noord-Holland, Netherlands",Hoofddorppleinbuurt,Zuid,,Amsterdam,Noord-Holland,1058 TN,NULL,NULL,NL,Netherlands,52.35437,4.84653,1
38303156,t,"Amsterdam, Noord-Holland, Netherlands",Hoofddorppleinbuurt,Zuid,,Amsterdam,Noord-Holland,1059 BB,NULL,NULL,NL,Netherlands,52.34938,4.84771,2
38224270,t,"Amsterdam, Noord-Holland, Netherlands",Hoofddorppleinbuurt,Zuid,,Amsterdam,Noord-Holland,1059 XG,NULL,NULL,NL,Netherlands,52.34979,4.84786,3
37966247,t,"Amsterdam, Noord-Holland, Netherlands",Hoofddorppleinbuurt,Zuid,,Amsterdam,Noord-Holland,1058 HD,NULL,NULL,NL,Netherlands,52.35677,4.8528,4
37866449,f,"Amsterdam, North Holland, Netherlands",Hoofddorppleinbuurt,Zuid,,Amsterdam,North Holland,1058 SW,NULL,NULL,NL,Netherlands,52.35361,4.8515,5
38506045,t,"Amsterdam, Noord-Holland, Netherlands",IJplein en Vogelbuurt,Oud-Noord,,Amsterdam,Noord-Holland,1022 XX,NULL,NULL,NL,Netherlands,52.38669,4.9288,1
38203494,t,"Amsterdam, Noord-Holland, Netherlands",IJplein en Vogelbuurt,Oud-Noord,,Amsterdam,Noord-Holland,1021,NULL,NULL,NL,Netherlands,52.38444,4.91243,2
37550190,t,"Amsterdam, Noord-Holland, Netherlands",IJplein en Vogelbuurt,Oud-Noord,,Amsterdam,Noord-Holland,1022 AM,NULL,NULL,NL,Netherlands,52.39104,4.92753,3
37276194,t,"Amsterdam, Noord-Holland, Netherlands",IJplein en Vogelbuurt,Oud-Noord,,Amsterdam,Noord-Holland,1021 GL,NULL,NULL,NL,Netherlands,52.38386,4.91453,4
37165020,t,"Amsterdam, Noord-Holland, Netherlands",IJplein en Vogelbuurt,Oud-Noord,,Amsterdam,Noord-Holland,1025 LR,NULL,NULL,NL,Netherlands,52.39068,4.92943,5
38600324,t,"Amsterdam, Noord-Holland, Netherlands",Indische Buurt,Oostelijk Havengebied - Indische Buurt,,Amsterdam,Noord-Holland,1094 EM,NULL,NULL,NL,Netherlands,52.36361,4.93249,1
38573566,t,"Amsterdam, Noord-Holland, Netherlands",Indische Buurt,Oostelijk Havengebied - Indische Buurt,,Amsterdam,Noord-Holland,1095 BJ,NULL,NULL,NL,Netherlands,52.35883,4.94127,2
38567074,t,"Amsterdam, Noord-Holland, Netherlands",Indische Buurt,Oud-Oost,,Amsterdam,Noord-Holland,1093 ZA,NULL,NULL,NL,Netherlands,52.36216,4.92654,3
38537664,f,"Amsterdam, Noord-Holland, Netherlands",Indische Buurt,Oostelijk Havengebied - Indische Buurt,,Amsterdam,Noord-Holland,1094,NULL,NULL,NL,Netherlands,52.36405,4.93363,4
38517539,t,"Amsterdam, Noord-Holland, Netherlands",Indische Buurt,Oostelijk Havengebied - Indische Buurt,,Amsterdam,Noord-Holland,1095 AN,NULL,NULL,NL,Netherlands,52.36643,4.94504,5
37667479,f,"Berlin, Berlin, Germany",Johannisthal,Johannisthal,Treptow - KÃ¶penick,Berlin,Berlin,12487,NULL,NULL,DE,Germany,52.44035,13.49947,1
37380803,t,"Berlin, Berlin, Germany",Johannisthal,Johannisthal,Treptow - KÃ¶penick,Berlin,Berlin,12487,NULL,NULL,DE,Germany,52.44049,13.50447,2
36794672,t,"Berlin, Berlin, Germany",Johannisthal,Johannisthal,Treptow - KÃ¶penick,Berlin,Berlin,12487,NULL,NULL,DE,Germany,52.44112,13.50275,3
36110420,t,"Berlin, Berlin, Germany",Johannisthal,Johannisthal,Treptow - KÃ¶penick,Berlin,Berlin,12487,NULL,NULL,DE,Germany,52.44982,13.5071,4
35535525,t,"Berlin, Berlin, Germany",Johannisthal,Johannisthal,Treptow - KÃ¶penick,Berlin,Berlin,12487,NULL,NULL,DE,Germany,52.43471,13.50117,5
38591607,f,"Amsterdam, Noord-Holland, Netherlands",Jordaan,Centrum-West,,Amsterdam,Noord-Holland,1015,NULL,NULL,NL,Netherlands,52.37662,4.88049,1
38567588,f,"Amsterdam, Noord-Holland, Netherlands",Jordaan,Centrum-West,,Amsterdam,Noord-Holland,1016 RN,NULL,NULL,NL,Netherlands,52.37058,4.88134,2
38536786,t,"Amsterdam, Noord-Holland, Netherlands",Jordaan,Centrum-West,,Amsterdam,Noord-Holland,1015 HM,NULL,NULL,NL,Netherlands,52.38121,4.88331,3
38510902,f,"Amsterdam, Noord-Holland, Netherlands",Jordaan,Centrum-West,,Amsterdam,Noord-Holland,1016 KX,NULL,NULL,NL,Netherlands,52.37302,4.87878,4
38466963,f,"Amsterdam, NH, Netherlands",Jordaan,Centrum-West,,Amsterdam,NH,1015 NH,NULL,NULL,NL,Netherlands,52.37912,4.88653,5
38588253,t,"Berlin, Berlin, Germany",KÃ¶penick,Dammvorstadt,Treptow - KÃ¶penick,Berlin,Berlin,12555,NULL,NULL,DE,Germany,52.45532,13.57048,1
37677808,f,"Berlin, Berlin, Germany",KÃ¶penick,KÃ¶penick-Nord,Treptow - KÃ¶penick,Berlin,Berlin,12555,NULL,NULL,DE,Germany,52.4669,13.57661,2
37371767,t,"Berlin, Berlin, Germany",KÃ¶penick,Altstadt-Kietz,Treptow - KÃ¶penick,Berlin,Berlin,12555,NULL,NULL,DE,Germany,52.44321,13.58226,3
37087057,f,"Berlin, Berlin, Germany",KÃ¶penick,Dammvorstadt,Treptow - KÃ¶penick,Berlin,Berlin,12555,NULL,NULL,DE,Germany,52.45169,13.58396,4
36784104,t,"Berlin, Berlin, Germany",KÃ¶penick,KÃ¶lln. Vorstadt/Spindlersf.,Treptow - KÃ¶penick,Berlin,Berlin,12557,NULL,NULL,DE,Germany,52.44283,13.5685,5
36861325,t,"Amsterdam, Noord-Holland, Netherlands",Kadoelen,Noord-West,,Amsterdam,Noord-Holland,1035 NS,NULL,NULL,NL,Netherlands,52.4144,4.9076,1
36501489,t,"Amsterdam, Noord-Holland, Netherlands",Kadoelen,Noord-West,,Amsterdam,Noord-Holland,1035 XC,NULL,NULL,NL,Netherlands,52.42017,4.90372,2
36496919,f,"Amsterdam, NH, Netherlands",Kadoelen,Noord-West,,Amsterdam,NH,1035 NS,NULL,NULL,NL,Netherlands,52.41187,4.90878,3
36481981,t,"Amsterdam, Noord-Holland, Netherlands",Kadoelen,Noord-West,,Amsterdam,Noord-Holland,1035 TS,NULL,NULL,NL,Netherlands,52.41708,4.89856,4
36259851,t,"Amsterdam, Noord-Holland, Netherlands",Kadoelen,Noord-West,,Amsterdam,Noord-Holland,1035 NT,NULL,NULL,NL,Netherlands,52.41353,4.90842,5
38372805,t,"Berlin, Berlin, Germany",Karlshorst,Karlshorst,Lichtenberg,Berlin,Berlin,10318,NULL,NULL,DE,Germany,52.48872,13.51597,1
38371847,t,"Berlin, Berlin, Germany",Karlshorst,Karlshorst,Lichtenberg,Berlin,Berlin,10318,NULL,NULL,DE,Germany,52.48898,13.5166,2
