id,list_id,listing_url,scrape_id,last_scraped,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_id,neighbourhood_id,url_id,location_id,property_id,avail_id,review_score_id,house_rules,interaction,access,name,summary,space,experiences_offered,notes,transit,description,Rank
38214492,38214492,https://www.airbnb.com/rooms/38214492,38214492,14-09-2019,f,f,1,1,0,0,0,6960531,38214492,38214492,38214492,38214492,38214492,38214492,,,,Beautiful canal apartment in Amsterdam East,,,none,,,,1
38224089,38224089,https://www.airbnb.com/rooms/38224089,38224089,19-09-2019,f,f,1,0,1,0,0,70521066,38224089,38224089,38224089,38224089,38224089,38224089,,,,Private room next to Kreuzberg.,Habitacion privada muy bien ubicada,,none,,,Habitacion privada muy bien ubicada,1
38224217,38224217,https://www.airbnb.com/rooms/38224217,38224217,14-09-2019,f,f,1,0,1,0,0,290456432,38224217,38224217,38224217,38224217,38224217,38224217,,,,Modern room in upcoming Amsterdam North,Modern room in upcoming Amsterdam North,,none,,,Modern room in upcoming Amsterdam North,1
38224270,38224270,https://www.airbnb.com/rooms/38224270,38224270,14-09-2019,f,f,1,1,0,0,0,103131693,38224270,38224270,38224270,38224270,38224270,38224270,,,,Apartment in Amsterdam close to city centre,An amazingly beautiful house in Amsterdam South-West. Within 12 minutes you drive from Schiphol Airport to our house for â‚¬ 15- â‚¬ 20. Located near Zuid train station and within 10 minutes cycling you are right in the city center. You will find several supermarkets around the corner along with many restaurants and bars. Vondelpark is a 10-minute walk away. Tram and bus (for example towards the center) leaves around the corner. It is a wonderfully and lovely neighborhood where it is quiet at night.,,none,,,An amazingly beautiful house in Amsterdam South-West. Within 12 minutes you drive from Schiphol Airport to our house for â‚¬ 15- â‚¬ 20. Located near Zuid train station and within 10 minutes cycling you are right in the city center. You will find several supermarkets around the corner along with many restaurants and bars. Vondelpark is a 10-minute walk away. Tram and bus (for example towards the center) leaves around the corner. It is a wonderfully and lovely neighborhood where it is quiet at night.,1
38238850,38238850,https://www.airbnb.com/rooms/38238850,38238850,19-09-2019,f,f,1,1,0,0,0,290571014,38238850,38238850,38238850,38238850,38238850,38238850,,,,Startup Berlin,"- sonniges, lichtdurchflutetes Haus mit 7 Zimmern auf 3 Ebenen,  - groÃŸes Wohn-Esszimmer mit Kamin und Zugang zur goÃŸen Terrasse, - moderne offene KÃ¼che mit EinbaukÃ¼che,  - 2 BÃ¤der und 2 GÃ¤ste-WC - SchÃ¼cofenster aus Aluminium mit ISO-Doppelverglasung sind mit elektrischen RolllÃ¤den ausgestattet, - Gas-Brennwerttherme (Bj.2002) fÃ¼r Heizung und Warmwasser und AnschlÃ¼sse im Kellerraum, - PKW-Stellplatz auf dem GrundstÃ¼ck, Das gepflegtes ParkgrundstÃ¼ck lÃ¤dt zur Entspannung ein.",,none,,,"- sonniges, lichtdurchflutetes Haus mit 7 Zimmern auf 3 Ebenen,  - groÃŸes Wohn-Esszimmer mit Kamin und Zugang zur goÃŸen Terrasse, - moderne offene KÃ¼che mit EinbaukÃ¼che,  - 2 BÃ¤der und 2 GÃ¤ste-WC - SchÃ¼cofenster aus Aluminium mit ISO-Doppelverglasung sind mit elektrischen RolllÃ¤den ausgestattet, - Gas-Brennwerttherme (Bj.2002) fÃ¼r Heizung und Warmwasser und AnschlÃ¼sse im Kellerraum, - PKW-Stellplatz auf dem GrundstÃ¼ck, Das gepflegtes ParkgrundstÃ¼ck lÃ¤dt zur Entspannung ein.",1
38248087,38248087,https://www.airbnb.com/rooms/38248087,38248087,25-09-2019,f,f,1,0,1,0,0,96427752,38248087,38248087,38248087,38248087,38248087,38248087,,,,Grande chambre privÃ©e Ã  Bordeaux Lac,"LÃ©na et sa colloc CÃ©lie vous propose une grande chambre privÃ©e de 12mÂ² avec rangements, idÃ©alement situÃ© Ã  15mn en Tram du centre, avec vue sur le Lac de Bordeaux.  Proche de toutes commoditÃ©s (Auchan Lac et son centre commercial, boulangerie, ...), au pied de l'arrÃªt de Tram C Berges du Lac. Une grande salle de bain avec baignoire, des WC, une cuisine Ã©quipÃ©e, lave-linge, le salon et son balcon de 12 mÂ² seront Ã  votre disposition ! Pour + d'informations, n'hÃ©sitez pas Ã  m'envoyer un MP. :)",,none,,"Tram C Ã  200m Lignes de bus 7, 15 et 32 dans la rue Places de parking gratuites dans la rue, plusieurs parkings gratuits Ã  proximitÃ©","LÃ©na et sa colloc CÃ©lie vous propose une grande chambre privÃ©e de 12mÂ² avec rangements, idÃ©alement situÃ© Ã  15mn en Tram du centre, avec vue sur le Lac de Bordeaux.  Proche de toutes commoditÃ©s (Auchan Lac et son centre commercial, boulangerie, ...), au pied de l'arrÃªt de Tram C Berges du Lac. Une grande salle de bain avec baignoire, des WC, une cuisine Ã©quipÃ©e, lave-linge, le salon et son balcon de 12 mÂ² seront Ã  votre disposition ! Pour + d'informations, n'hÃ©sitez pas Ã  m'envoyer un MP. :) Tram C Ã  200m Lignes de bus 7, 15 et 32 dans la rue Places de parking gratuites dans la rue, plusieurs parkings gratuits Ã  proximitÃ©",1
38251011,38251011,https://www.airbnb.com/rooms/38251011,38251011,19-09-2019,f,f,1,1,0,0,0,117140633,38251011,38251011,38251011,38251011,38251011,38251011,,We wonÂ´t be there when you stay in our house but of course you can reach us by phone if you have questions. We have a second small house on the property where our 18-year old son lives. He is there - sometimes - and you can of course reach out to him.,"Our guests get our whole house to use on their own.  You have access to the garden which you can use as well. There is a swing, a children's play house in the trees and a patio faced south.",House to explore Berlin or relax within nature,"We are an open minded family of 5; living at the border of Berlin. When we are away, we offer our beautiful house to people from all over the world. Only 10-15 minutes walk away from the trainstation you get easy right into the city of Berlin.  At the same time our place is great to relax with lakes and forest only some steps away. We love to get in contact with our guests if possible to assist them with their stay. As we lived some time abroad we are always interested in other people & mindsets","We live in Erkner, which is a small town right at the border to Berlin. You can have a great stay here as the town offers everything you need: more than 5 supermarkets, a cinema, some shops and restaurant. The area is perfect for cycling, walking, swimming (in the lake) as we live near the forest and three lakes. If you want to explore Berlin, the train/ public transport takes you to the very centre in 16 minutes (Ostkreuz), 20 minutes (Ostbahnhof), 25 minutes (Alexanderplatz).",none,,If you stay with a car you can park it in front of our house. You can the use the public transport from the station Erkner. It is approx. 10-15 minutes walk from our house or 1 stop with the bus.  From the station Erkner leaves a normal train every 10-20 minutes towards various stations in Berlin.  Another train ( fast train) leaves every 30 minutes and takes you to these stations as well. The price for a day ticket is only 7.70 EUR and you can use any kind of public transport within Berlin till 3am the next morning!,"We are an open minded family of 5; living at the border of Berlin. When we are away, we offer our beautiful house to people from all over the world. Only 10-15 minutes walk away from the trainstation you get easy right into the city of Berlin.  At the same time our place is great to relax with lakes and forest only some steps away. We love to get in contact with our guests if possible to assist them with their stay. As we lived some time abroad we are always interested in other people & mindsets We live in Erkner, which is a small town right at the border to Berlin. You can have a great stay here as the town offers everything you need: more than 5 supermarkets, a cinema, some shops and restaurant. The area is perfect for cycling, walking, swimming (in the lake) as we live near the forest and three lakes. If you want to explore Berlin, the train/ public transport takes you to the very centre in 16 minutes (Ostkreuz), 20 minutes (Ostbahnhof), 25 minutes (Alexanderplatz). Our guests get o",1
38253010,38253010,https://www.airbnb.com/rooms/38253010,38253010,19-09-2019,f,f,2,2,0,0,0,263918188,38253010,38253010,38253010,38253010,38253010,38253010,,,,Sedra,,,none,,,,1
38255261,38255261,https://www.airbnb.com/rooms/38255261,38255261,14-09-2019,f,f,1,0,1,0,0,9127038,38255261,38255261,38255261,38255261,38255261,38255261,,"Iâ€™m always available for questions and recommendations via phone, message or face to face. Iâ€™m willing to help as much as possible to make my guests trip better.","Guests can access the living room, kitchen, bathroom, wc, balcony and their room. Only section that is not allowed to access is my room, which is the room next to the kitchen.",Comfortable Apartment near Museum District,"Large Amsterdam apartment in a great place. Walking distance from major tourist attractions. Lots of bars and restaurants in the neighbourhood. Museumsquare and world famous canals at five minutes walking distance. Tram just in front of the apartment. I live in the apartment, so this is a shared place. There are 2 bedrooms, I live in 1 and rent the other. 1 WC, 1 bathroom, 1 kitchen, 1 large living room and a french balcony are shared. In photos you will only see your bedroom and shared places.","Free WiFi, large screen TV, both bathtube and shower available, large apartment total of 90 m2.",none,,"From Schiphol take a train to south station (duration 6 minutes), from south station take tram 5 to Roelof Hartplein stop (duration 10 minutes). From Central Station take tram 12 to Roelof Hartplein stop (duration 15 minutes) Uber costs around 30 euro from Schiphol.","Large Amsterdam apartment in a great place. Walking distance from major tourist attractions. Lots of bars and restaurants in the neighbourhood. Museumsquare and world famous canals at five minutes walking distance. Tram just in front of the apartment. I live in the apartment, so this is a shared place. There are 2 bedrooms, I live in 1 and rent the other. 1 WC, 1 bathroom, 1 kitchen, 1 large living room and a french balcony are shared. In photos you will only see your bedroom and shared places. Free WiFi, large screen TV, both bathtube and shower available, large apartment total of 90 m2. Guests can access the living room, kitchen, bathroom, wc, balcony and their room. Only section that is not allowed to access is my room, which is the room next to the kitchen. Iâ€™m always available for questions and recommendations via phone, message or face to face. Iâ€™m willing to help as much as possible to make my guests trip better. Apartment is in a great place. 8-10 minutes walking to Museumplein",1
38260742,38260742,https://www.airbnb.com/rooms/38260742,38260742,25-09-2019,f,f,1,1,0,0,0,126094479,38260742,38260742,38260742,38260742,38260742,38260742,,,,Appartement lumineux situÃ© Ã  Bruges,,,none,,,,1
38261295,38261295,https://www.airbnb.com/rooms/38261295,38261295,19-09-2019,f,f,4,4,0,0,0,5001714,38261295,38261295,38261295,38261295,38261295,38261295,,Ich bin eigentlich immer fÃ¼r fragen per Handynummer zu erreichen.,Hier kÃ¶nnt Ihr euch die Wohnung Virtuel anschauen: Link 360 Grad:  (Website hidden by Airbnb),Ruhige Wohnung nÃ¤he Kudamm,"Das ruhige Apartment liegt 5 min von Kudamm entfern, in der direkten Nachbarschaft ist ein Aldi und Netto zum einkaufen. Der S Bahnhof Halensee ist ca. 5 min zu Fuss entfernt. Bars / restaurant findet man alle in der Nachbarschaft.",Die AtmosphÃ¤re der Wohnung ist sehr schÃ¶n man kann sich sehr schnell zu hause fÃ¼hlen. Man hat verschieden MÃ¶glichkeiten sich  in Wohnung aufzuhalten. Es gibt einen Bereich zu Arbeiten auch einen separaten Essbereich mit blick ins grÃ¼ne.,none,,S BahnHof: S (Phone number hidden by Airbnb)  Bus: (Phone number hidden by Airbnb),"Das ruhige Apartment liegt 5 min von Kudamm entfern, in der direkten Nachbarschaft ist ein Aldi und Netto zum einkaufen. Der S Bahnhof Halensee ist ca. 5 min zu Fuss entfernt. Bars / restaurant findet man alle in der Nachbarschaft. Die AtmosphÃ¤re der Wohnung ist sehr schÃ¶n man kann sich sehr schnell zu hause fÃ¼hlen. Man hat verschieden MÃ¶glichkeiten sich  in Wohnung aufzuhalten. Es gibt einen Bereich zu Arbeiten auch einen separaten Essbereich mit blick ins grÃ¼ne. Hier kÃ¶nnt Ihr euch die Wohnung Virtuel anschauen: Link 360 Grad:  (Website hidden by Airbnb)  Ich bin eigentlich immer fÃ¼r fragen per Handynummer zu erreichen. Am Kudamm sind schÃ¶ne Restaurant auch der Kudamm Beach mit BademÃ¶glichkeit ist 10 min zu Fuss entfernt S BahnHof: S (Phone number hidden by Airbnb)  Bus: (Phone number hidden by Airbnb)",1
38261816,38261816,https://www.airbnb.com/rooms/38261816,38261816,19-09-2019,f,f,2,1,1,0,0,289573026,38261816,38261816,38261816,38261816,38261816,38261816,,* in der Regel vor Ort als auch telefonisch * available by phone,,quiet apartment with terrace in middle of green,#NAME?,,none,,*Bushaltestelle direkt  vor der TÃ¼r  *Das Zentrum ist in 10 Min mit dem Bus oder dem Auto zu erreichen *busses nearby and the center within 10 minutes by bus or car,"- schÃ¶ne ruhige Wohnung im Hinterhof mitten im GrÃ¼nen mit Terrasse  - offene KÃ¼che mit allen ElektrogerÃ¤ten und ZubehÃ¶r - mÃ¶bliert  * nice quiet apartment with a green terrace * open kitchen with all electronics and furniture * in der Regel vor Ort als auch telefonisch * available by phone * Konditorei und BÃ¤ckerei fuÃŸlÃ¤ufig erreichbar  * EinkaufsmÃ¶glichkeiten um die Ecke, leckere Restaurants und  * bakery, restaurants and malls nearby *Bushaltestelle direkt  vor der TÃ¼r  *Das Zentrum ist in 10 Min mit dem Bus oder dem Auto zu erreichen *busses nearby and the center within 10 minutes by bus or car",1
38262324,38262324,https://www.airbnb.com/rooms/38262324,38262324,19-09-2019,f,f,1,1,0,0,0,290768525,38262324,38262324,38262324,38262324,38262324,38262324,GÃ¤ste sollen die Wohnung sauber hinterlassen.,,Die GÃ¤ste haben ein eigenes Apartment.,gemÃ¼tliches Apartment in der NÃ¤he des Flughafens,,Alle im Apartment vorhandene.,none,,"Bus, U-Bahn, Taxi","Alle im Apartment vorhandene. Die GÃ¤ste haben ein eigenes Apartment. Sehr Zentral und nicht weit von Flughafen entfernt.  Bus und Bahn Verbindungen in 2 Minuten fuÃŸlÃ¤ufig zu erreichen.  Leckere und schÃ¶ne Restaurants In der NÃ¤he. Bus, U-Bahn, Taxi",1
38270534,38270534,https://www.airbnb.com/rooms/38270534,38270534,14-09-2019,f,f,1,1,0,0,0,81634036,38270534,38270534,38270534,38270534,38270534,38270534,Please respect the neighbours and do not smoke in the studio (there are smoke detectors),"In case you have any questions, don't hesitate to contact the host.",,New listed: Studio for 2!,New on airbnb! Want to stay close to the vibrant streets of Amsterdam but in a quiet area to also relax? This is the place for you. A cosy studio for 2!,"The location is located near central station and close to the most vibrant streets of Amsterdam, all walking distance. You will have a private studio where you can relax, cook dinner and get a sense of living like a Dutchie.",none,,,"New on airbnb! Want to stay close to the vibrant streets of Amsterdam but in a quiet area to also relax? This is the place for you. A cosy studio for 2! The location is located near central station and close to the most vibrant streets of Amsterdam, all walking distance. You will have a private studio where you can relax, cook dinner and get a sense of living like a Dutchie. In case you have any questions, don't hesitate to contact the host. The neighborhood has some small, undiscovered hotspots to have a drink, go out for dinner or have a coffee. Being close to the city centre, you will get to see the highlights of Amsterdam just a short walk away",1
38271516,38271516,https://www.airbnb.com/rooms/38271516,38271516,14-09-2019,f,f,1,0,1,0,0,290679389,38271516,38271516,38271516,38271516,38271516,38271516,"1. No smoking or vaping in the house or outside the house.  2. Do not use any soft or hard drugs anywhere near the house. Failure to follow this rule will result in immediate eviction. 3. Consume food only in the kitchen area. Do not bring any food into your room.  4. You are welcome to use shared bathroom and kitchen, but we kindly request you to be mindful of host family and other guests and not to leave your personal belongings unorganized in the common spaces, and please, clean up after yourself when necessary.  5. The living room on the ground floor is not accessible for the guests. Please, respect the privacy of the host family.  6. The parking in the area is not free. It is important to inquire in advance if the parking spot is available during your stay.",Available when needed.,"The bathroom is located on the 1st floor (same floor as the room) and it is shared with the host and possibly other 1 or 2 guests. Feel free to use the kitchen, the basic supplies are provided - teas, sugar, salt, pepper, but keep the shared areas clean after you use them.  If you need a laptop friendly place to work, let us know in advance and we will let you know where you can work. The bathroom is located on the same floor as your room and it is also shared with 1 or 2 other guests. We provide you with towels and basic washing supplies such as soap, shampoo, conditioner.","Room with balcony in Diemen-Zuid, near Amsterdam","Quiet, comfy, and clean private room in a shared house in Diemen, near east of Amsterdam.  *7-10 min walk to the closest metro/train station + 13 min to A'dam center by metro *quiet, residential area just outside of A'dam *queen size double bed, super comfy for a great sleep after a busy day  * clean towels and quality bed linens provided *free Wi-Fi  *free use of shared kitchen and bathroom *Ideal for couples","A comfortable and clean room in the house shared with the host and possibly other guests in a quiet, residential area.  The room has a very comfortable queen size bed and a closet. Your room has a private balcony.  Bed sheets and towels are provided.  There is a wifi in the house. Guests have access to a shared bathroom and shared kitchen.",none,"Only guests with verified ID are accepted. If you have not uploaded one yet, please do so.  The house is strictly non smoking and non vaping - do not smoke in the house, on the balcony, in the garden, or near the house. You are not allowed to use any kind of soft or hard drugs! Violation of this rule will result in immediate eviction.  Breakfast is not provided, but you may use kitchen and fridge, and you are expected to clean up after yourself. Please, use kitchen to consume your food. Do not bring any food or drinks to the bedroom.","From Schiphol airport to our house: do not travel to Amsterdam Central Station! Trains leave every 15 minutes. Take one of the following trains to Diemen-Zuid Station. 1) Sprinter in the direction of Weesp or 2) Sprinter in the direction of Lelystad Centrum.  From Diemen-Zuid station it is about 7-10 minutes walk to our house.  From our house to Amsterdam Center:  By Tram 19, from Arent Krijtstraat stop in the direction of Sloterdijk Station. By metro 53 from Diemen-Zuid Station in the direction of Centraal Station (Amsterdam). From our house to Amsterdam BIjlmer ArenA (Ziggodome, Pathe Arena, Heineken Music Hall, Johan Cruijff ArenA) By bus number 44 from Tarwekamp bus stop (5 min walk) By bus number 41 from Industrieweg bus stop (5 min walk) By metro 53 from Diemen-Zuid Station in the direction of Centraal Station.","Quiet, comfy, and clean private room in a shared house in Diemen, near east of Amsterdam.  *7-10 min walk to the closest metro/train station + 13 min to A'dam center by metro *quiet, residential area just outside of A'dam *queen size double bed, super comfy for a great sleep after a busy day  * clean towels and quality bed linens provided *free Wi-Fi  *free use of shared kitchen and bathroom *Ideal for couples A comfortable and clean room in the house shared with the host and possibly other guests in a quiet, residential area.  The room has a very comfortable queen size bed and a closet. Your room has a private balcony.  Bed sheets and towels are provided.  There is a wifi in the house. Guests have access to a shared bathroom and shared kitchen. The bathroom is located on the 1st floor (same floor as the room) and it is shared with the host and possibly other 1 or 2 guests. Feel free to use the kitchen, the basic supplies are provided - teas, sugar, salt, pepper, but keep the shared ar",1
38274351,38274351,https://www.airbnb.com/rooms/38274351,38274351,19-09-2019,f,f,1,1,0,0,1,290951615,38274351,38274351,38274351,38274351,38274351,38274351,,WÃ¤hrend des Aufenthalts sind wir jederzeit telefonisch erreichbar.,,"Wohnung im Prenzlauer Berg, perfekt fÃ¼r Familie","Diese Wohnung ist genau das Richtige fÃ¼r alle, die Lust haben, auf den Charme einer echten berliner Altbauwohnung. Mit Holzdielen und groÃŸzÃ¼gigen RÃ¤umen, bietet sie alles, was dazugehÃ¶rt. Die groÃŸe, sonnige und bepflanzte Terrasse, wie die groÃŸe WohnkÃ¼che, machen diese Wohnung zu etwas ganz Besonderem. AuÃŸerdem ist die Wohnung perfekt fÃ¼r Familien mit Kind, da Spielecke und Kinderbett vorhanden sind.","Zur Einrichtung gehÃ¶ren eine vollfunktionsfÃ¤hige KÃ¼che, ein groÃŸer KÃ¼chentisch, Waschmaschine, SpÃ¼lmaschine, Mikrowelle, KÃ¼hlschrank. AuÃŸerdem gibt es Im Hof einen Sandkasten und FahrradstellplÃ¤tze. Das Bad verfÃ¼gt Ã¼ber eine Badewanne. Es gibt zwei Balkone, von denen einer zur StraÃŸe hin gelegen ist und der andere zum Hof.",none,,"Die Anbindung an die Ã¶ffentlichen Verkehrsmittel  ist sehr gut. In 3 Min. ist die Tram zu FuÃŸ erreichbar, mit der Berlin Mitte / Hauptbahnhof in 15 Min. erreicht werden kann. Die Ringbahn ist FuÃŸlÃ¤ufig in 7 Min. zu erreichen. Weiterhin gibt es mehrere EinkaufsmÃ¶glichkeiten die ebenfalls in sehr kurzer Zeit fuÃŸlÃ¤ufig zu erreichen sind. Das Haus verfÃ¼gt Ã¼ber keine eigenen ParkplÃ¤tze, jedoch ist parken in der Umgebung Ã¼berall mÃ¶glich.","Diese Wohnung ist genau das Richtige fÃ¼r alle, die Lust haben, auf den Charme einer echten berliner Altbauwohnung. Mit Holzdielen und groÃŸzÃ¼gigen RÃ¤umen, bietet sie alles, was dazugehÃ¶rt. Die groÃŸe, sonnige und bepflanzte Terrasse, wie die groÃŸe WohnkÃ¼che, machen diese Wohnung zu etwas ganz Besonderem. AuÃŸerdem ist die Wohnung perfekt fÃ¼r Familien mit Kind, da Spielecke und Kinderbett vorhanden sind. Zur Einrichtung gehÃ¶ren eine vollfunktionsfÃ¤hige KÃ¼che, ein groÃŸer KÃ¼chentisch, Waschmaschine, SpÃ¼lmaschine, Mikrowelle, KÃ¼hlschrank. AuÃŸerdem gibt es Im Hof einen Sandkasten und FahrradstellplÃ¤tze. Das Bad verfÃ¼gt Ã¼ber eine Badewanne. Es gibt zwei Balkone, von denen einer zur StraÃŸe hin gelegen ist und der andere zum Hof. WÃ¤hrend des Aufenthalts sind wir jederzeit telefonisch erreichbar. Bunter Kiez mit vielen Cafes. Der Mauerpark sowie der SchloÃŸpark Pankow sind beliebte Touristenattraktionen in der NÃ¤he. Die Anbindung an die Ã¶ffentlichen Verkehrsmittel  ist sehr gut. In 3 Min. ist die T",1
38280491,38280491,https://www.airbnb.com/rooms/38280491,38280491,14-09-2019,f,f,1,0,1,0,0,290999871,38280491,38280491,38280491,38280491,38280491,38280491,,,,Double Room with Private Garden - Easy Connections,,,none,,,,1
38283456,38283456,https://www.airbnb.com/rooms/38283456,38283456,19-09-2019,f,f,2,2,0,0,0,2772102,38283456,38283456,38283456,38283456,38283456,38283456,take shoes off in the living and bedroom  after 10 pm no loud music,,,Stylish flat full of Art,Eine wunderschÃ¶ne Wohnung voller Kunst - Stylish Schlaf und Wohnzimmer - neu Renoviert und mit Liebe eingerichtet. 10 min von Kreuzberg entfernt und direkt an der Spree und am Treptower Park  Wonderful stylish Flat and full of Art on the walls. Newly renovated and furnished with Love. Close to trendy Kreuzberg and next to the great river Spree and Treptower Park.,,none,,Treptower Park S Bahn ( Ring Bahn ) 5 min walk  Busses to Kreuzberg,Eine wunderschÃ¶ne Wohnung voller Kunst - Stylish Schlaf und Wohnzimmer - neu Renoviert und mit Liebe eingerichtet. 10 min von Kreuzberg entfernt und direkt an der Spree und am Treptower Park  Wonderful stylish Flat and full of Art on the walls. Newly renovated and furnished with Love. Close to trendy Kreuzberg and next to the great river Spree and Treptower Park. Treptower Park und die Spree - nicht weit vom Badeschiff - Insel der Jugend - und dem coolen Kreuzberg  Close by is the great bath ship ( Arena Berlin ) hip Kreuzberg and in Treptow at the River Spree the Island of Youth Treptower Park S Bahn ( Ring Bahn ) 5 min walk  Busses to Kreuzberg,1
38290291,38290291,https://www.airbnb.com/rooms/38290291,38290291,19-09-2019,f,f,1,1,0,0,0,42049726,38290291,38290291,38290291,38290291,38290291,38290291,,Ich bin per E-Mail oder sms jederzeit erreichbar.,Alle Zimmer sind zugÃ¤nglich,LuxuriÃ¶se Familienwohnung mit Sauna! GrÃ¼n+zentral,"Ihr wohnt in unserer Wohnung im schÃ¶nen Prinzenviertel in Karlshorst, dem sogenannten Dahlem des Ostens. Der Wald liegt vor der TÃ¼r. Die Spree ist nicht weit und man ist in nullkommanix in der City. Unsere Wohnung ist sehr familientauglich. Im Aussenbereich befinden sich etliche SpielgerÃ¤te und SpielplÃ¤tze sind auch direkt ums Eck.","Die Wohnanlage wurde Ende 2018 fertiggestellt, ist somit brandneu! Unsere Wohnung befindet sich im Erdgeschoss.  Die Wohnung ist 165m2 groÃŸ und hat 5 Zimmer und 2 BÃ¤der (eins mit Badewanne und doppelwaschbecken, das andere mit Sauna und Dusche). Es gibt ein Kinderspielzimmer, ein kinderschlafzi mit doppelstockbett und babybett. Das andere Schlafzimmer hat ein groÃŸes Familienbett (3x2 Meter). Im GÃ¤stezimmer gibt es 2 weitere SchlafmÃ¶glichkeiten (zwei 1x2meter Matratzen). Die KÃ¼che ist komplett ausgestattet.  FuÃŸbodenheizung in der gesamten Wohnung.  Es gibt 3 kinderhochstÃ¼hle (einer davon mit babyschale). Auch sonst ist die Wohnung sehr kinderfreundlich ausgestattet, z.B. die MÃ¶glichkeit der anbringung 2er schaukeln im Flur.  Dies ist unsere tatsÃ¤chliche Wohnung. Die Einrichtung ist mit viel liebe und MÃ¼he ausgewÃ¤hlt. Wir bitten daher um respektvollen Umgang. Vielen Dank!",none,,,"Ihr wohnt in unserer Wohnung im schÃ¶nen Prinzenviertel in Karlshorst, dem sogenannten Dahlem des Ostens. Der Wald liegt vor der TÃ¼r. Die Spree ist nicht weit und man ist in nullkommanix in der City. Unsere Wohnung ist sehr familientauglich. Im Aussenbereich befinden sich etliche SpielgerÃ¤te und SpielplÃ¤tze sind auch direkt ums Eck. Die Wohnanlage wurde Ende 2018 fertiggestellt, ist somit brandneu! Unsere Wohnung befindet sich im Erdgeschoss.  Die Wohnung ist 165m2 groÃŸ und hat 5 Zimmer und 2 BÃ¤der (eins mit Badewanne und doppelwaschbecken, das andere mit Sauna und Dusche). Es gibt ein Kinderspielzimmer, ein kinderschlafzi mit doppelstockbett und babybett. Das andere Schlafzimmer hat ein groÃŸes Familienbett (3x2 Meter). Im GÃ¤stezimmer gibt es 2 weitere SchlafmÃ¶glichkeiten (zwei 1x2meter Matratzen). Die KÃ¼che ist komplett ausgestattet.  FuÃŸbodenheizung in der gesamten Wohnung.  Es gibt 3 kinderhochstÃ¼hle (einer davon mit babyschale). Auch sonst ist die Wohnung sehr kinderfreundlich ausge",1
38293282,38293282,https://www.airbnb.com/rooms/38293282,38293282,14-09-2019,f,f,1,0,1,0,0,75170898,38293282,38293282,38293282,38293282,38293282,38293282,,My availability is flexible and I can be reached via (Hidden by Airbnb) or a call.,,Stunning apartment in quiet neighborhood,"Cosy Room in Amsterdam, its 10mins from main attraction, 15mins by bike into city.  Yet it has the advantage of being in a quiet and comfy neighbourhood.  Perfect for weekend travellers or business travelers.","Its a brand new apartment with all items new and have minimalistic design.  There is a double bed, a work desk and big windows.  The apartment is right in front of World fashion center, an amazing Cafe in the building and slew of nice international bars just 10mins walking distance.  Area is safe and quiet.",none,,Schipol - 10mins Rijksmuseum - 15mins Central Station - 20mins,"Cosy Room in Amsterdam, its 10mins from main attraction, 15mins by bike into city.  Yet it has the advantage of being in a quiet and comfy neighbourhood.  Perfect for weekend travellers or business travelers. Its a brand new apartment with all items new and have minimalistic design.  There is a double bed, a work desk and big windows.  The apartment is right in front of World fashion center, an amazing Cafe in the building and slew of nice international bars just 10mins walking distance.  Area is safe and quiet. My availability is flexible and I can be reached via (Hidden by Airbnb) or a call. Schipol - 10mins Rijksmuseum - 15mins Central Station - 20mins",1
38303156,38303156,https://www.airbnb.com/rooms/38303156,38303156,14-09-2019,f,f,1,1,0,0,0,291227817,38303156,38303156,38303156,38303156,38303156,38303156,,I'm always available for questions and I'm there to help you!,,Lovely apartment Amsterdam south Wi-Fi + Balcony!,"Apartment for 4 persons with free parking area 3 minutes walking from the apartment! Close to shops and restaurants, the tram or bus will bring you in 10-15 minutes to the center! The apartment is located close to the beautiful Vondelpark. In the lovely streets of Amsterdam south you discover the lovely Amsterdam. Please feel free to ask any question and I will help you.","Modern and bright living room with an open kitchen, dining table/ office and lounge area. Perfect to explore the city with friends or family. Also for a short business trip is my apartment available. Kitchen with everything you need: oven/microwave, dishwasher, freezer, refrigerator, Nespresso coffeemachine, Cutlery, pans etc. - Two bedrooms with kingsize beds including sheets and towels - 42"" inch Samsung flatscreen with free Netflix - Free Wi-Fi - Bathroom with shower/bath, toilet and sink - 14mÂ² balcony",none,,"Bus, tram, taxi, bike rental.","Apartment for 4 persons with free parking area 3 minutes walking from the apartment! Close to shops and restaurants, the tram or bus will bring you in 10-15 minutes to the center! The apartment is located close to the beautiful Vondelpark. In the lovely streets of Amsterdam south you discover the lovely Amsterdam. Please feel free to ask any question and I will help you. Modern and bright living room with an open kitchen, dining table/ office and lounge area. Perfect to explore the city with friends or family. Also for a short business trip is my apartment available. Kitchen with everything you need: oven/microwave, dishwasher, freezer, refrigerator, Nespresso coffeemachine, Cutlery, pans etc. - Two bedrooms with kingsize beds including sheets and towels - 42"" inch Samsung flatscreen with free Netflix - Free Wi-Fi - Bathroom with shower/bath, toilet and sink - 14mÂ² balcony I'm always available for questions and I'm there to help you! The apartment is located in the south of Amsterdam. ",1
